episode,epsilon,terminal_reward,cum_discounted_rewards,episode_tot_rewards,avg_reward,avg_delta_reward,gamma,alpha,episode_time,accumulated_time,num_exploitation,num_exploration,done?,steps_before_done,state_size,decay_rate,decay_type
0,0.5,-1.0,-1.6971062909090937,-1.7,-0.15454545454545454,-0.15454545454545454,0.999,0.8,0.00041294097900390625,0.00041294097900390625,6,5,True,10,900,0.999,1
100,0.4523960735568548,-1.0,-1.0999,-1.1,-0.15714285714285717,0.0,0.999,0.8,0.0001990795135498047,0.0823214054107666,3,4,True,6,900,0.999,1
200,0.409324414739318,-1.0,-1.8819848476651238,-1.9,-0.038,0.0,0.999,0.8,0.0013930797576904297,0.2464597225189209,28,22,True,49,900,0.999,1
300,0.37035351607804984,-1.0,-1.2986037934074943,-1.3,-0.08666666666666667,0.0,0.999,0.8,0.0004086494445800781,0.3749091625213623,7,8,True,14,900,0.999,1
400,0.33509295300337016,-1.0,-4.223858499472444,-4.600000000000001,-0.023000000000000003,-5.23192600354605e-17,0.999,0.8,0.005977153778076172,0.5363669395446777,135,65,True,199,900,0.999,1
500,0.3031894724305924,-1.0,-1.9672414431562442,-2.0,-0.024096385542168676,-8.557096142780551e-10,0.999,0.8,0.001934051513671875,0.7196130752563477,63,20,True,82,900,0.999,1
600,0.27432345374274825,-1.0,-2.5317312346467267,-2.7,-0.016071428571428573,0.0,0.999,0.8,0.00418400764465332,0.9712393283843994,128,40,True,167,900,0.999,1
700,0.24820570671554945,-1.0,-2.140349270813519,-2.2,-0.019819819819819822,0.0,0.999,0.8,0.0026679039001464844,1.2686951160430908,81,30,True,110,900,0.999,1
800,0.2245745743050374,-1.0,-4.701589723492559,-5.4,-0.01758957654723127,0.0,0.999,0.8,0.008675098419189453,1.6597089767456055,237,70,True,306,900,0.999,1
900,0.20319331127260196,0.0,-4.109470027135596,-5.399999999999997,-0.0108,-1.1102230246251566e-19,0.999,0.8,0.014915227890014648,2.081747055053711,393,107,False,499,900,0.999,1
1000,0.18384771238548175,-1.0,-1.2918619841820362,-1.3,-0.025490196078431372,0.0,0.999,0.8,0.0011332035064697266,2.654557704925537,44,7,True,50,900,0.999,1
1100,0.16634396643120383,-1.0,-2.7316194428822387,-2.9000000000000004,-0.01288888888888889,0.0,0.999,0.8,0.005548954010009766,3.2923665046691895,183,42,True,224,900,0.999,1
1200,0.1505067145466996,-1.0,-1.5808492859550611,-1.6,-0.02,0.0,0.999,0.8,0.0028009414672851562,3.8984220027923584,69,11,True,79,900,0.999,1
1300,0.13617729340973853,-1.0,-1.9375734062910115,-2.0,-0.008810572687224669,0.0,0.999,0.8,0.005032062530517578,4.527571678161621,206,21,True,226,900,0.999,1
1400,0.12321214569233088,0.0,-2.4050471592687233,-3.1000000000000014,-0.0062,0.0,0.999,0.8,0.012006998062133789,5.246435642242432,443,57,False,499,900,0.999,1
1500,0.11148138185145114,0.0,-2.6051500582721876,-3.3000000000000016,-0.0066,0.0,0.999,0.8,0.01557302474975586,6.083318471908569,443,57,False,499,900,0.999,1
1600,0.10086747884857773,-1.0,-2.9161759748041476,-3.3000000000000007,-0.009090909090909092,0.0,0.999,0.8,0.008692026138305664,7.028135299682617,324,39,True,362,900,0.999,1
1700,0.09126410276135123,-1.0,-1.199202096503498,-1.2,-0.05217391304347826,0.0,0.999,0.8,0.0005390644073486328,7.88839316368103,18,5,True,22,900,0.999,1
1800,0.0825750434918492,-1.0,-1.2957609472071963,-1.3,-0.023636363636363636,0.0,0.999,0.8,0.0011730194091796875,8.742810726165771,50,5,True,54,900,0.999,1
1900,0.07471325089899807,0.0,-1.4378748071203928,-1.7000000000000004,-0.0034,0.0,0.999,0.8,0.010432004928588867,9.643587827682495,467,33,False,499,900,0.999,1
2000,0.0675999626987497,0.0,-1.0687190943278924,-1.4000000000000001,-0.0028000000000000004,0.0,0.999,0.8,0.010540962219238281,10.561692237854004,466,34,False,499,900,0.999,1
2100,0.06116391539500838,0.0,-1.1403965120194368,-1.5000000000000002,-0.003,0.0,0.999,0.8,0.01064300537109375,11.541677713394165,466,34,False,499,900,0.999,1
2200,0.05534063033613089,0.0,-0.827274233485355,-0.9999999999999999,-0.002,0.0,0.999,0.8,0.010691165924072266,12.541874647140503,480,20,False,499,900,0.999,1
2300,0.05007176774445391,0.0,-0.3869400027952395,-0.5,-0.001,0.0,0.999,0.8,0.010216951370239258,13.498826265335083,487,13,False,499,900,0.999,1
2400,0.045304542247283426,0.0,-0.9290518358676828,-1.2,-0.0024,0.0,0.999,0.8,0.010356903076171875,14.48981499671936,478,22,False,499,900,0.999,1
2500,0.040991194053923305,0.0,-0.855280825191271,-1.0999999999999999,-0.0022,0.0,0.999,0.8,0.010825872421264648,15.475616931915283,480,20,False,499,900,0.999,1
2600,0.03708851048080394,-1.0,-1.5438867399197314,-1.7,-0.003497942386831276,0.0,0.999,0.8,0.010396003723144531,16.47378945350647,467,19,True,485,900,0.999,1
2700,0.03355739303117593,0.0,-0.6850116565130174,-0.8999999999999999,-0.0018,0.0,0.999,0.8,0.010664939880371094,17.46565079689026,483,17,False,499,900,0.999,1
2800,0.030362465692216303,0.0,-0.3128999552602503,-0.4,-0.0008,0.0,0.999,0.8,0.010216951370239258,18.44806981086731,488,12,False,499,900,0.999,1
2900,0.027471720525326725,0.0,-0.7919741229644318,-0.9999999999999999,-0.002,0.0,0.999,0.8,0.010157108306884766,19.453800201416016,487,13,False,499,900,0.999,1
3000,0.024856196999018126,0.0,-0.30003504107941165,-0.4,-0.0008,0.0,0.999,0.8,0.010039091110229492,20.451776266098022,492,8,False,499,900,0.999,1
3100,0.022489691851822948,0.0,-0.22382426617157655,-0.30000000000000004,-0.0006000000000000001,0.0,0.999,0.8,0.010268926620483398,21.486051321029663,489,11,False,499,900,0.999,1
3200,0.020348496578536573,0.0,-0.5361296900129581,-0.7,-0.0014000000000000002,0.0,0.999,0.8,0.010189056396484375,22.51113796234131,488,12,False,499,900,0.999,1
3300,0.018411159909830062,0.0,-0.21332395250278133,-0.30000000000000004,-0.0006000000000000001,0.0,0.999,0.8,0.010297060012817383,23.54395079612732,495,5,False,499,900,0.999,1
3400,0.016658272905668976,0.0,-0.38648205205705216,-0.5,-0.001,0.0,0.999,0.8,0.010307073593139648,24.57164216041565,491,9,False,499,900,0.999,1
3500,0.015072274509526362,0.0,-0.42506604853676555,-0.5,-0.001,0.0,0.999,0.8,0.010903120040893555,25.608813285827637,492,8,False,499,900,0.999,1
3600,0.013637275615361578,0.0,-0.5529126514255857,-0.7,-0.0014000000000000002,0.0,0.999,0.8,0.010385274887084961,26.62515616416931,487,13,False,499,900,0.999,1
3700,0.012338899884804437,0.0,-0.2579483258573645,-0.30000000000000004,-0.0006000000000000001,0.0,0.999,0.8,0.010291099548339844,27.649524211883545,494,6,False,499,900,0.999,1
3800,0.011164139719793303,0.0,-0.39636217708627564,-0.5,-0.001,0.0,0.999,0.8,0.01029515266418457,28.672407388687134,491,9,False,499,900,0.999,1
3900,0.010101225947749214,0.0,-0.08469758853683541,-0.1,-0.0002,0.0,0.999,0.8,0.01009821891784668,29.69642663002014,497,3,False,499,900,0.999,1
4000,0.009139509913744723,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010040044784545898,30.71996831893921,500,0,False,499,900,0.999,1
4100,0.008269356798424112,0.0,-0.07296738648992795,-0.1,-0.0002,0.0,0.999,0.8,0.010419845581054688,31.731983423233032,496,4,False,499,900,0.999,1
4200,0.007482049092895501,0.0,-0.08859803203984777,-0.1,-0.0002,0.0,0.999,0.8,0.011426925659179688,32.76250624656677,499,1,False,499,900,0.999,1
4300,0.006769699263571101,0.0,-0.08211096960588338,-0.1,-0.0002,0.0,0.999,0.8,0.01025700569152832,33.79571175575256,497,3,False,499,900,0.999,1
4400,0.006125170732000594,0.0,-0.2209087998016828,-0.30000000000000004,-0.0006000000000000001,0.0,0.999,0.8,0.01032710075378418,34.81729769706726,494,6,False,499,900,0.999,1
4500,0.005542006378044867,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010251045227050781,35.8423056602478,496,4,False,499,900,0.999,1
4600,0.005014363850109088,0.0,-0.09111511025165898,-0.1,-0.0002,0.0,0.999,0.8,0.010231971740722656,36.86436676979065,496,4,False,499,900,0.999,1
4700,0.004536957034349567,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010226011276245117,37.88696646690369,498,2,False,499,900,0.999,1
4800,0.004105003096471789,0.0,-0.20263205346893418,-0.30000000000000004,-0.0006000000000000001,0.0,0.999,0.8,0.010411977767944336,38.90417742729187,496,4,False,499,900,0.999,1
4900,0.003714174565565133,0.0,-0.15914924074446068,-0.2,-0.0004,0.0,0.999,0.8,0.010198593139648438,39.92468333244324,498,2,False,499,900,0.999,1
5000,0.0033605559799328036,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.01018524169921875,40.937156200408936,500,0,False,499,900,0.999,1
5100,0.003040604660579215,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010309934616088867,41.95837187767029,498,2,False,499,900,0.999,1
5200,0.00275111521936942,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009879589080810547,42.981112003326416,500,0,False,499,900,0.999,1
5300,0.002489187446290459,0.0,-0.07031562730010353,-0.1,-0.0002,0.0,0.999,0.8,0.01009821891784668,43.98993539810181,498,2,False,499,900,0.999,1
5400,0.002252197254097634,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009852170944213867,44.99947714805603,500,0,False,499,900,0.999,1
5500,0.0020377703892585967,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010184049606323242,46.01745080947876,500,0,False,499,900,0.999,1
5600,0.0018437586458220246,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009972095489501953,47.04150724411011,500,0,False,499,900,0.999,1
5700,0.0016682183439127737,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010017156600952148,48.060041427612305,499,1,False,499,900,0.999,1
5800,0.0015093908572433154,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010126113891601562,49.077322244644165,499,1,False,499,900,0.999,1
5900,0.0013656849945589814,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010161161422729492,50.095787525177,499,1,False,499,900,0.999,1
6000,0.001235661058507995,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010278940200805664,51.11308479309082,499,1,False,499,900,0.999,1
6100,0.001118016422232247,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010168075561523438,52.12452793121338,500,0,False,499,900,0.999,1
6200,0.0010115724791799016,0.0,-0.0800826408357437,-0.1,-0.0002,0.0,0.999,0.8,0.010165929794311523,53.142101764678955,499,1,False,499,900,0.999,1
6300,0.0009152628353983202,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010041952133178711,54.15311145782471,500,0,False,499,900,0.999,1
6400,0.0008281226260134272,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010118961334228516,55.17055702209473,500,0,False,499,900,0.999,1
6500,0.0007492788488641317,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009923696517944336,56.18426704406738,500,0,False,499,900,0.999,1
6600,0.0006779416184506652,0.0,-0.07059759437435448,-0.1,-0.0002,0.0,0.999,0.8,0.010273933410644531,57.199312686920166,499,1,False,499,900,0.999,1
6700,0.0006133962525757197,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010006904602050781,58.20559573173523,500,0,False,499,900,0.999,1
6800,0.0005549961123994881,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010079145431518555,59.22864365577698,499,1,False,499,900,0.999,1
6900,0.0005021561241776941,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010413169860839844,60.240530014038086,500,0,False,499,900,0.999,1
7000,0.0004543469177810337,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010181903839111328,61.24981737136841,500,0,False,499,900,0.999,1
7100,0.0004110895232735972,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010171175003051758,62.268648624420166,500,0,False,499,900,0.999,1
7200,0.00037195057241866934,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010145187377929688,63.29066872596741,500,0,False,499,900,0.999,1
7300,0.0003365379570388609,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010163068771362305,64.3083701133728,500,0,False,499,900,0.999,1
7400,0.0003044969007344524,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010098934173583984,65.32401466369629,499,1,False,499,900,0.999,1
7500,0.0002755064046049951,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.01032114028930664,66.34674644470215,500,0,False,499,900,0.999,1
7600,0.00024927603136613174,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010035037994384766,67.37282133102417,499,1,False,499,900,0.999,1
7700,0.00022554299564374647,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010276079177856445,68.38391351699829,500,0,False,499,900,0.999,1
7800,0.0002040695312949633,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.01015925407409668,69.39416480064392,500,0,False,499,900,0.999,1
7900,0.00018464050938085807,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010022163391113281,70.4084985256195,500,0,False,499,900,0.999,1
8000,0.00016706128292687556,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.01011204719543457,71.41609239578247,500,0,False,499,900,0.999,1
8100,0.0001511557368789785,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010130882263183594,72.4249792098999,500,0,False,499,900,0.999,1
8200,0.00013676452371928598,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009979963302612305,73.43201541900635,500,0,False,499,900,0.999,1
8300,0.00012374346706495653,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010074138641357422,74.45093417167664,500,0,False,499,900,0.999,1
8400,0.0001119621172569965,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010042905807495117,75.46957302093506,500,0,False,499,900,0.999,1
8500,0.00010130244446835463,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010097026824951172,76.4883828163147,500,0,False,499,900,0.999,1
8600,9.165765623838988e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010123014450073242,77.50165891647339,500,0,False,499,900,0.999,1
8700,8.293112758734299e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010053873062133789,78.52199029922485,500,0,False,499,900,0.999,1
8800,7.503543299231305e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.00978708267211914,79.54172086715698,500,0,False,499,900,0.999,1
8900,6.789147052672177e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010036945343017578,80.55111408233643,500,0,False,499,900,0.999,1
9000,6.142766938857965e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010159015655517578,81.57236933708191,500,0,False,499,900,0.999,1
9100,5.557927287828407e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010027647018432617,82.59508514404297,500,0,False,499,900,0.999,1
9200,5.028768964256137e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010164022445678711,83.61192917823792,500,0,False,499,900,0.999,1
