episode,epsilon,terminal_reward,cum_discounted_rewards,episode_tot_rewards,avg_reward,avg_delta_reward,gamma,alpha,episode_time,accumulated_time,num_exploitation,num_exploration,done?,steps_before_done,state_size,decay_rate,decay_type
9300,4.5499906685080896e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010163307189941406,84.63752126693726,500,0,False,499,900,0.999,1
9400,4.116795826306769e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010281085968017578,85.65085577964783,500,0,False,499,900,0.999,1
9500,3.7248445349128574e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.01009225845336914,86.66738963127136,500,0,False,499,900,0.999,1
9600,3.370210084408567e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010567903518676758,87.6813952922821,500,0,False,499,900,0.999,1
9700,3.0493396184963014e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010188817977905273,88.6880030632019,500,0,False,499,900,0.999,1
9800,2.7590185406981663e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010186910629272461,89.70710372924805,500,0,False,499,900,0.999,1
9900,2.4963383093648256e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010382890701293945,90.72456741333008,500,0,False,499,900,0.999,1
10000,2.2586672988524057e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010057926177978516,91.74382996559143,500,0,False,499,900,0.999,1
10100,2.0436244349441897e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.01005411148071289,92.75554513931274,500,0,False,499,900,0.999,1
10200,1.8490553403871923e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010080099105834961,93.76710033416748,500,0,False,499,900,0.999,1
10300,1.673010751560998e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009956836700439453,94.77949810028076,500,0,False,499,900,0.999,1
10400,1.5137269900491963e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010111093521118164,95.78970789909363,500,0,False,499,900,0.999,1
10500,1.3696082934705848e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010215997695922852,96.80270719528198,500,0,False,499,900,0.999,1
10600,1.2392108285539938e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010120153427124023,97.81438732147217,500,0,False,499,900,0.999,1
10700,1.1212282262939266e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010162115097045898,98.83441472053528,500,0,False,499,900,0.999,1
10800,1.0144784942729777e-05,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010005950927734375,99.84711980819702,500,0,False,499,900,0.999,1
10900,9.178921750339298e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010087251663208008,100.86352133750916,500,0,False,499,900,0.999,1
11000,8.305016318678218e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010166168212890625,101.88200449943542,500,0,False,499,900,0.999,1
11100,7.514313546791256e-06,0.0,-0.06155478087077634,-0.1,-0.0002,0.0,0.999,0.8,0.010208845138549805,102.90007090568542,499,1,False,499,900,0.999,1
11200,6.7988918880868925e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010122060775756836,103.91707873344421,500,0,False,499,900,0.999,1
11300,6.1515839894161184e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010070085525512695,104.92633509635925,500,0,False,499,900,0.999,1
11400,5.5659048859341285e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010156869888305664,105.92945528030396,500,0,False,499,900,0.999,1
11500,5.03598703237502e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009945154190063477,106.93636989593506,500,0,False,499,900,0.999,1
11600,4.556521519859394e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009860038757324219,107.93842554092407,500,0,False,499,900,0.999,1
11700,4.122704889323404e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009937047958374023,108.9408187866211,500,0,False,499,900,0.999,1
11800,3.73019100872711e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010046958923339844,109.94848585128784,500,0,False,499,900,0.999,1
11900,3.375047531930453e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010064125061035156,110.96531367301941,500,0,False,499,900,0.999,1
12000,3.053716503026179e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010087966918945312,111.97736859321594,500,0,False,499,900,0.999,1
12100,2.762978711449623e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.01008296012878418,112.98393726348877,500,0,False,499,900,0.999,1
12200,2.4999214407619725e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010315179824829102,114.00137686729431,500,0,False,499,900,0.999,1
12300,2.2619092880026234e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010251045227050781,115.016282081604,500,0,False,499,900,0.999,1
12400,2.046557761268333e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009826183319091797,116.02354884147644,500,0,False,499,900,0.999,1
12500,1.8517093910102007e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.01028299331665039,117.0346360206604,500,0,False,499,900,0.999,1
12600,1.6754121157227375e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.00983572006225586,118.04942917823792,500,0,False,499,900,0.999,1
12700,1.5158997254850982e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010031938552856445,119.05894613265991,500,0,False,499,900,0.999,1
12800,1.371574167430745e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009930849075317383,120.07147812843323,500,0,False,499,900,0.999,1
12900,1.2409895358753627e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010082006454467773,121.07318043708801,500,0,False,499,900,0.999,1
13000,1.1228375867103143e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010165929794311523,122.08092331886292,500,0,False,499,900,0.999,1
13100,1.0159346309396004e-06,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010018110275268555,123.08180952072144,500,0,False,499,900,0.999,1
13200,9.19209676055015e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.01005411148071289,124.0884039402008,500,0,False,499,900,0.999,1
13300,8.316936964455134e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.01006317138671875,125.09816670417786,500,0,False,499,900,0.999,1
13400,7.525099253478731e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010066986083984375,126.10833549499512,500,0,False,499,900,0.999,1
13500,6.808650710798791e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010039806365966797,127.11805987358093,500,0,False,499,900,0.999,1
13600,6.160413695570914e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010391950607299805,128.19960021972656,500,0,False,499,900,0.999,1
13700,5.573893934724303e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010071992874145508,129.21758365631104,500,0,False,499,900,0.999,1
13800,5.043215460983276e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010616064071655273,130.23639345169067,500,0,False,499,900,0.999,1
13900,4.563061745300112e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010142087936401367,131.265150308609,500,0,False,499,900,0.999,1
14000,4.128622433942517e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010146141052246094,132.28492641448975,500,0,False,499,900,0.999,1
14100,3.7355451566286747e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010098934173583984,133.30733942985535,500,0,False,499,900,0.999,1
14200,3.3798919229062744e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.01009678840637207,134.33104300498962,500,0,False,499,900,0.999,1
14300,3.0580996699386494e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.011720895767211914,135.35563445091248,500,0,False,499,900,0.999,1
14400,2.766944566451514e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010164976119995117,136.36773586273193,500,0,False,499,900,0.999,1
14500,2.5035097152242747e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.011739253997802734,137.378897190094,500,0,False,499,900,0.999,1
14600,2.2651559305578032e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010336875915527344,138.39569854736328,500,0,False,499,900,0.999,1
14700,2.0494952979567449e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010080575942993164,139.4267897605896,500,0,False,499,900,0.999,1
14800,1.854367251137734e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010065078735351562,140.43998908996582,500,0,False,499,900,0.999,1
14900,1.6778169266942576e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010164976119995117,141.4520082473755,500,0,False,499,900,0.999,1
15000,1.518075579567422e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010331153869628906,142.47182202339172,500,0,False,499,900,0.999,1
15100,1.373542863117696e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010060787200927734,143.47774696350098,500,0,False,499,900,0.999,1
15200,1.2427707962729708e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010059118270874023,144.4976954460144,500,0,False,499,900,0.999,1
15300,1.1244492571300355e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010148286819458008,145.50921392440796,500,0,False,499,900,0.999,1
15400,1.0173928576791002e-07,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010152101516723633,146.5273084640503,500,0,False,499,900,0.999,1
15500,9.20529068157625e-08,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.01001596450805664,147.54352951049805,500,0,False,499,900,0.999,1
15600,8.328874720589192e-08,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010224103927612305,148.5625035762787,500,0,False,499,900,0.999,1
15700,7.53590044148299e-08,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010053873062133789,149.5718710422516,500,0,False,499,900,0.999,1
15800,6.818423540884547e-08,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009972095489501953,150.58031177520752,500,0,False,499,900,0.999,1
15900,6.169256075487587e-08,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009905815124511719,151.58152985572815,500,0,False,499,900,0.999,1
16000,5.5818944506347105e-08,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.01008915901184082,152.5884861946106,500,0,False,499,900,0.999,1
16100,5.050454264951875e-08,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010190010070800781,153.59689211845398,500,0,False,499,900,0.999,1
16200,4.5696113582853986e-08,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010261058807373047,154.6125156879425,500,0,False,499,900,0.999,1
16300,4.134548472338234e-08,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010153055191040039,155.62558579444885,500,0,False,499,900,0.999,1
16400,3.7409069896326175e-08,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010031938552856445,156.62476873397827,500,0,False,499,900,0.999,1
16500,3.384743267302376e-08,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010236263275146484,157.63875818252563,500,0,False,499,900,0.999,1
16600,3.062489128251186e-08,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010311365127563477,158.65503311157227,500,0,False,499,900,0.999,1
16700,2.770916113862782e-08,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009981870651245117,159.6646909713745,500,0,False,499,900,0.999,1
16800,2.5071031401338818e-08,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010013818740844727,160.67346739768982,500,0,False,499,900,0.999,1
16900,2.2684072331972564e-08,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010564804077148438,161.68702006340027,500,0,False,499,900,0.999,1
17000,2.0524370510528156e-08,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010134220123291016,162.70710158348083,500,0,False,499,900,0.999,1
17100,1.8570289262378067e-08,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010129928588867188,163.73132395744324,500,0,False,499,900,0.999,1
17200,1.6802251894229697e-08,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010337114334106445,164.74522066116333,500,0,False,499,900,0.999,1
17300,1.5202545567725472e-08,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010171890258789062,165.75928688049316,500,0,False,499,900,0.999,1
17400,1.3755143845816326e-08,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010093927383422852,166.77783012390137,500,0,False,499,900,0.999,1
17500,1.2445546134114067e-08,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010146141052246094,167.8022232055664,500,0,False,499,900,0.999,1
17600,1.1260632408687785e-08,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.01008296012878418,168.81364178657532,500,0,False,499,900,0.999,1
17700,1.0188531774914827e-08,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010058879852294922,169.8265471458435,500,0,False,499,900,0.999,1
17800,9.218503540561435e-09,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.01014399528503418,170.8461081981659,500,0,False,499,900,0.999,1
17900,8.34082961163991e-09,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010293960571289062,171.94893503189087,500,0,False,499,900,0.999,1
18000,7.54671713302527e-09,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010061025619506836,173.06625533103943,500,0,False,499,900,0.999,1
18100,6.828210398449752e-09,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.011662006378173828,174.2600121498108,500,0,False,499,900,0.999,1
18200,6.1781111473575035e-09,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.009969234466552734,175.41698265075684,500,0,False,499,900,0.999,1
18300,5.5899064501247395e-09,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.01422882080078125,176.5940215587616,500,0,False,499,900,0.999,1
18400,5.0577034591731355e-09,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.011044025421142578,177.77401089668274,500,0,False,499,900,0.999,1
18500,4.5761703722896915e-09,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.01024317741394043,178.93530106544495,500,0,False,499,900,0.999,1
18600,4.140483016702133e-09,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.011261224746704102,180.10785555839539,500,0,False,499,900,0.999,1
18700,3.7462765187697684e-09,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010151863098144531,181.27442479133606,500,0,False,499,900,0.999,1
18800,3.3896015750993693e-09,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010210037231445312,182.40527939796448,500,0,False,499,900,0.999,1
18900,3.0668848869941705e-09,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.011530876159667969,183.5457890033722,500,0,False,499,900,0.999,1
19000,2.77489336185404e-09,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.011186838150024414,184.67069578170776,500,0,False,499,900,0.999,1
19100,2.5107017228834948e-09,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.012025117874145508,185.7666084766388,500,0,False,499,900,0.999,1
19200,2.2716632026098448e-09,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010654211044311523,186.8683738708496,500,0,False,499,900,0.999,1
19300,2.0553830266085637e-09,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010508060455322266,187.98418855667114,500,0,False,499,900,0.999,1
19400,1.8596944217862366e-09,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010841131210327148,189.13739919662476,500,0,False,499,900,0.999,1
19500,1.6826369088633566e-09,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010081052780151367,190.22251749038696,500,0,False,499,900,0.999,1
19600,1.5224366615832506e-09,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010162353515625,191.24378395080566,500,0,False,499,900,0.999,1
19700,1.3774887358785368e-09,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.010830163955688477,192.3864986896515,500,0,False,499,900,0.999,1
19800,1.2463409909604892e-09,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.01032710075378418,193.48424911499023,500,0,False,499,900,0.999,1
19900,1.1276795412469694e-09,0.0,0.0,0.0,0.0,0.0,0.999,0.8,0.01200413703918457,194.59887647628784,500,0,False,499,900,0.999,1
